<<<<<<< HEAD
id,Class,Tags,Combined,Archetype,Base Feature,Level,Class Ability,Description,Img
,Inquisitor,"[[""Inquisitor""],[""Living Grimoire""]]",Inquisitor (Living Grimoire),Living Grimoire,<inquisitorbane_5,5,Blessed Script,"<p>At 5th level, a living grimoire can permanently tattoo one spell of 2nd level or lower from his holy book onto his body. The tattooed spell cannot have an expensive material component or focus. The living grimoire can prepare any tattooed spell without needing his holy book, and can cast his tattooed spells as a spell-like ability once per day.</p><p>At 8th level, the living grimoire can tattoo one additional spell of 3rd level or lower upon himself. At 12th level, he can tattoo one additional spell of 4th level or lower upon himself, and at 16th level he can tattoo a final additional spell of any level upon himself.</p><p>When the living grimoire uses these spell-like abilities, the tattooed holy script associated with the spell-like ability glows as per light for a number of rounds equal to the spell's level.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Vigilant Defender""]]",Inquisitor (Vigilant Defender),Vigilant Defender,<inquisitorexploitweakness_14,14,Bolster the Wounded,"<p>At 14th level, a vigilant defender can preternaturally sense when her allies are in grave peril and can form a mystical conduit to protect them from the full effects of grievous wounds. As an immediate action whenever an enemy conf irms a critical hit against an ally within 30 feet, the vigilant defender can choose to accept half the damage. If she does so, similar to the shield other spell, any of her damage reduction, resistances, or immunities do not apply to the damage she takes.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Reaper of Secrets""]]",Inquisitor (Reaper of Secrets),Reaper of Secrets,<id-00001,1,Bound by Secrecy,"<p>A reaper of secrets must choose Norgorber as her deity. If she ever changes her deity, she loses this archetype and becomes a normal inquisitor.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Sin Eater""]]",Inquisitor (Sin Eater),Sin Eater,<inquisitorexploitweakness_14,14,Burden of Sin,"<p>At 14th level, a sin eater may spend a full-round action to transfer one harmful affliction, condition, or spell effect from another creature to herself (this includes curses, possessions, and permanent effects such as petrification, or any condition that break enchantment can end or reverse). The effect to be transferred is chosen by the sin eater and affects her as if she were the original target, continuing its duration (if any) and preventing any further effect on the original bearer. For example, the inquisitor could transfer a lethal disease to herself, or petrify herself to restore a petrified comrade. The sin eater can use this ability as often as desired, even using it multiple times on the same creature. This ability replaces exploit weakness.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Immolator""]]",Inquisitor (Immolator),Immolator,<inquisitorbane_5,5,Burnt Offering,"<p>At 5th level, as a swift action, an immolator can imbue one of her weapons with the flaming weapon special ability. Any creature slain by this weapon burns with magical flame; its body turns to ash, though its equipment is not harmed. This special ability only functions while the immolator wields the weapon. This ability lasts for a number of rounds per day equal to the immolator's level. These rounds do not need to be consecutive. At 12th level, this ability gives the immolator's weapon the flaming burst weapon special ability. This ability replaces bane and greater bane.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Ravener Hunter""]]",Inquisitor (Ravener Hunter),Ravener Hunter,<inquisitordomain_1,1,Charged by Nature,"<p>Rather than having a deity patron, a ravener hunter is charged by the spirits of the Mwangi to eradicate evil wherever it appears. At 1st level, a ravener hunter chooses an oracle mystery from the following list: ancestorUM, battle, flame, heavens, life, lunar (Pathfinder Player Companion: Blood of the Moon 28), nature, solar (Pathfinder Player Companion: Harrow Handbook 26), stone, time, volcano (Pathfinder Adventure Path #95: Anvil of Fire 72), waves, wind, or wood. She gains one revelation from her chosen mystery. She must meet the revelation's prerequisites, using her inquisitor level as her effective oracle level to determine the revelation's effects, and she never qualifies for the Extra Revelation feat. The ravener hunter gains a second revelation from her chosen mystery at 8th level.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Exorcist""]]",Inquisitor (Exorcist),Exorcist,<inquisitorslayer_17,17,Closed Mind,"<p>An exorcist inquisitor must close off her mind to deny her enemies even a foothold. At 17th level, the inquisitor becomes immune to compulsion effects and possession attempts (including magic jar). This ability replaces slayer.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Traceless Operative""]]",Inquisitor (Traceless Operative),Traceless Operative,<inquisitormonsterlore_1,1,Conceal Evidence,"<p>A traceless operative knows how to clean up and obscure the evidence of foul play. It takes her 1d3 x 10 minutes to conceal or alter evidence in a 10-foot-by-10-foot area. She uses Disguise to alter evidence or Stealth to conceal it, though bonuses and penalties based on her abilities or effects that disguise or hide her own body (such as from disguise self, a cloak of elvenkind, or the size modifier on Stealth checks) do not apply. A creature attempting to investigate the scene using Perception must succeed at the original Perception DC or a DC equal to the traceless operative's check, whichever is higher, in order to discover the true evidence. A creature who fails against a traceless operative's Disguise check potentially also derives the false evidence planted by the traceless operative.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Keeper of Construct""]]",Inquisitor (Keeper of Construct),Keeper of Construct,<inquisitorsterngaze_1,1,Construct Influence,"<p>A keeper of constructs' knowledge of constructs' inner workings allows her to gain an upper hand over constructs. She can use the Intimidate skill to demoralize constructs, and when she attempts to do so, she gains a bonus on the check equal to half her inquisitor level (minimum 1).</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Keeper of Construct""]]",Inquisitor (Keeper of Construct),Keeper of Construct,<inquisitormonsterlore_1,1,Construct Lore,<p>A keeper of constructs adds twice her Wisdom modifier plus her Intelligence modifier as a bonus when attempting Knowledge checks to identify the abilities and weaknesses of constructs.</p>,icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Umbral Stalker""]]",Inquisitor (Umbral Stalker),Umbral Stalker,<id-00001,1,Dark Descent,"<p>An umbral stalker gains the Darkness domain with the Night subdomain, even if her deity normally doesn't offer it.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Hexenhammer""]]",Inquisitor (Hexenhammer),Hexenhammer,<inquisitorsolotactics_3,3,Dark Trade,"<p>At 3rd level, a hexenhammer can forgo the power of her judgments and succumb to the temptation of darker powers. She can trade a daily use of judgment to instead gain an additional use of one of her hexes.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Umbral Stalker""]]",Inquisitor (Umbral Stalker),Umbral Stalker,<inquisitorexploitweakness_14,14,Deadly Efficiency,"<p>At 14th level, an umbral stalker becomes even deadlier against enemies who haven't yet noticed her in the shadows. Whenever she confirms a critical hit against a foe that is unaware of her presence, she ignores any damage reduction the target might have and adds her Wisdom bonus to her damage roll (this multiplies on the critical hit as normal); in addition, if the target has regeneration, the creature loses regeneration on the round following the critical hit and can die normally during that round. Creatures whose regeneration always functions are immune to this ability.</p><p>Finally, if the umbral stalker deals energy damage to a creature unaware of her presence with vulnerability to that energy type, she deals 2 extra points of damage per die rolled.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Reaper of Secrets""]]",Inquisitor (Reaper of Secrets),Reaper of Secrets,<inquisitormonsterlore_1,1,Deceitful Lore,"<p>At 1st level, a reaper of secrets adds her Wisdom modifier on Bluff and Disguise skill checks in addition to her Charisma modifier. This ability replaces monster lore.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Spellbreaker""]]",Inquisitor (Spellbreaker),Spellbreaker,<inquisitorsolotactics_3,3,Defense against Magic,"<p>At 3rd level, a spellbreaker picks a single wizard school. She gains a +1 bonus on saving throws against arcane spells of that school. Every four levels beyond 3rd, the spellbreaker picks a new school and gains this bonus against arcane spells of that school (to a maximum of five schools of magic at 19th level). Furthermore, each time the spellbreaker picks a new school, the bonuses for the schools she has already chosen increase by 1. This ability replaces all bonus teamwork feats.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Relic Hunter""]]",Inquisitor (Relic Hunter),Relic Hunter,<inquisitordomain_1,1,Deific Focus,"<p>At 1st level, a relic hunter learns to invest divine power into her chosen relics. This acts like the occultist's focus powers and mental focus class features (see pages 47 and 48, respectively), with the following adjustments.</p><p>Each day, a relic hunter has a number of points of deific focus equal to her inquisitor level + her Wisdom modifier, and she must spend 1 hour in prayer with her relics to invest them with divine power. These points refresh at the start of each day.</p><p>At 1st level, the relic hunter learns the two base focus powers from her chosen relic schools and can select one more focus power from the list of those made available by her chosen schools. Whenever she gains a new relic school, she gains the base focus power of that school. In addition, at 4th level and every 4 levels thereafter, she learns a new focus power selected from all of the powers granted by all of the relic schools she knows. She can use these focus powers only by expending points of deific focus. Unless otherwise noted, the DC for any saving throws against a focus power is equal to 10 + 1/2 the inquisitor's class level + the inquisitor's Wisdom modifier. She cannot select a focus power more than once. She uses her inquisitor level in place of an occultist level to qualify for focus powers.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Ravener Hunter""]]",Inquisitor (Ravener Hunter),Ravener Hunter,<inquisitorteamworkfeat_3,3,Demon Hunter,"<p>At 3rd level, a ravener hunter gains Demon Hunter (Pathfinder Campaign Setting: The Inner Sea World Guide 286) as a bonus feat, ignoring its prerequisites. She also gains a +2 bonus on Knowledge (religion) checks to recognize the worshipers of any deity with the DemonAPG subdomain, as well as a +2 morale bonus on attack rolls and caster level checks to overcome spell resistance of creatures that she recognizes as followers of such a deity.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Iconoclast""]]",Inquisitor (Iconoclast),Iconoclast,<inquisitortruejudgment_20,20,Destroy Artifact,"<p>At 20th level, an iconoclast has the ability to destroy minor artifacts. The iconoclast must have possession of the minor artifact for at least a week, which she must spend in uninterrupted contemplation of the nature of the artifact. At the end of that week, she makes a DC 30 Spellcraft check to unweave the fabric of the item, and if she is successful, the artifact is destroyed. If the iconoclast fails, she cannot try to destroy the artifact again with this ability, but another iconoclast can. This ability replaces true judgment.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Exarch""]]",Inquisitor (Exarch),Exarch,<inquisitordetectalignment_2,2,Detect Chaos,"<p>At will, an exarch can use detect chaos. This ability replaces detect alignment.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Iconoclast""]]",Inquisitor (Iconoclast),Iconoclast,<inquisitordetectalignment_2,2,Detect Magic,"<p>At 2nd level, an iconoclast gains the ability to detect magic at will. This ability replaces detect alignment.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Secret Seeker""]]",Inquisitor (Secret Seeker),Secret Seeker,<inquisitorbane_5,5,Detect Mind,"<p>At 5th level, a secret seeker can detect anxieties, detect desires, or detect thoughts, as per the spells, for a number of rounds per day equal to twice her inquisitor level. These rounds need not be consecutive. A creature that succeeds at a saving throw against this ability is immune to that secret seeker's detect mind ability for 24 hours. If the secret seeker has the secrets inquisition, she doubles the number of rounds per day that she can use this ability.</p><p>At 12th level, a secret seeker can use her detect mind ability for a number of minutes per day equal to twice her inquisitor level, rather than rounds. These minutes need not be consecutive but must be spent in 1-minute increments. If the secret seeker has the secrets inquisition, she doubles the number of minutes per day she can use this ability.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Royal Accuser""]]",Inquisitor (Royal Accuser),Royal Accuser,<inquisitordetectalignment_2,2,Detect Monsters and Secrets,"<p>At 2nd level, a royal accuser can use detect aberrationAPG, detect secret doors, and detect undead at will. He can only use one of these at any given time.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Preacher""]]",Inquisitor (Preacher),Preacher,<inquisitorsolotactics_3,3,Determination,"<p>At 3rd level, the preacher is a person of few words on the battlefield, but those words hold great power and authority. Once per day, the inquisitor can use this ability to create one of the following effects. Each is a free action to use.</p><p><i>Aggression: </i>The preacher may reroll an attack roll that she just made before the results of the roll are revealed. She must take the result of the reroll, even if it's worse than the original roll.</p><p><i>Defense: </i>When the inquisitor would be hit by a melee or ranged attack, as an immediate action she may add a +4 insight bonus to her Armor Class against that attack, and if this makes the inquisitor's AC higher than the opponent's attack roll, the attack misses.</p><p><i>Warning: </i>When a preacher's ally within line of sight would be hit by a melee or ranged attack, she may call out a warning to that ally, and the attacker must reroll the attack and use the results of the second roll. The ally must be able to hear the preacher and must not be helpless for this ability to have any effect.</p><p>Whenever the preacher could select a bonus teamwork feat (at 3rd, 6th, 9th, 12th, 15th, and 18th level), she can instead choose to increase her number of uses per day of this ability by one. This ability replaces solo tactics.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Sworn of the Eldest""]]",Inquisitor (Sworn of the Eldest),Sworn of the Eldest,<inquisitormonsterlore_1,1,Disarming Discernment,"<p>A sworn of the Eldest adds her Charisma modifier on Sense Motive skill checks, in addition to her Wisdom modifier.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Iconoclast""]]",Inquisitor (Iconoclast),Iconoclast,<inquisitordiscernlies_5,5,Dispelling Attack,"<p>At 5th level, once per day as a standard action, an iconoclast can make a melee or ranged attack against an opponent, and if she hits, she can affect that opponent as if she had cast dispel magic, using the targeted dispel option. If she misses, this ability is wasted. Use her inquisitor level as the caster level of the dispel magic effect. This ability replaces discern lies.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Oathkeeper""]]",Inquisitor (Oathkeeper),Oathkeeper,<inquisitormonsterlore_1,1,Divine Witness,"<p>Every oathkeeper inquisitor develops a unique personal symbol, which she can use to seal an agreement between two or more willing parties. The agreement, whether it's a trade contract, a truce, or a political marriage, must be as detailed as possible and then signed in the oathkeeper's presence by every creature involved. Creatures must sign of their own free will-any magical or physical coercion will cause the contract to crumble into ash when the oathkeeper attempts to place her seal upon it. So long as no mystic or physical force is influencing any participating creature, the oathkeeper can mystically seal the arrangement with her personal symbol, binding all signing parties into upholding their ends of the bargain for the length of time spelled out in the agreement.</p><p>Should any oathbound creature break the exact wording of the contract, the agreement is dissolved and the offending creature is cursed, taking a penalty on all d20 rolls equal to the oathkeeper's Wisdom modifier for a number of weeks equal to the oathkeeper's inquisitor level. Furthermore, the inquisitor's symbol appears as a mystic symbol on the offending creature's throat and hands, allowing the oathkeeper to know the creature's location at all times, as per the discern location spell.</p><p>If a creature is forced into breaking the agreement by magic or overwhelming physical force (for example, breaking an agreement not to harm via a compulsion spell or by physically hurling an oathbound creature to deal damage to another), then the agreement dissipates harmlessly. The oathkeeper's curse is a curse effect, but it can be removed only with a miracle or wish spell.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Sworn of the Eldest""]]",Inquisitor (Sworn of the Eldest),Sworn of the Eldest,<inquisitordomain_1,1,Domain,"<p>Like a cleric's deity, an inquisitor's deity influences her alignment, what magic she can perform, and her values. Although not as tied to the tenets of the deity as a cleric, an inquisitor must still hold such guidelines in high regard, despite that fact she can go against them if it serves the greater good of the faith. A sworn of the Eldest must select one of the Eldest as a deity and must select a domain or subdomain of that Eldest for her domain ability; she cannot be devoted to an ideal or philosophy.</p><p>Each domain grants a number of domain powers, depending on the level of the inquisitor. An inquisitor does not gain the bonus spells listed for each domain, nor does she gain bonus spell slots. The inquisitor uses her level as her effective cleric level when determining the power and effect of her domain powers. If the inquisitor has cleric levels, one of her two domain selections must be the same domain selected as an inquisitor. Levels of cleric and inquisitor stack for the purpose of determining domain powers and abilities, but not for bonus spells.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Suit Seeker""]]",Inquisitor (Suit Seeker),Suit Seeker,<inquisitordomain_1,1,Domain,"<p>Like a cleric's deity, an inquisitor's deity influences her alignment, what magic she can perform, and her values. Although not as tied to the tenets of the deity as a cleric, an inquisitor must still hold such guidelines in high regard, despite that fact she can go against them if it serves the greater good of the faith. A suit seeker must select the Knowledge or Luck domain; the Memory or Fate subdomain; or the Fate, Fervor, or Illumination inquisition.</p><p>Each domain grants a number of domain powers, depending on the level of the inquisitor. An inquisitor does not gain the bonus spells listed for each domain, nor does she gain bonus spell slots. The inquisitor uses her level as her effective cleric level when determining the power and effect of her domain powers. If the inquisitor has cleric levels, one of her two domain selections must be the same domain selected as an inquisitor. Levels of cleric and inquisitor stack for the purpose of determining domain powers and abilities, but not for bonus spells.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Exarch""]]",Inquisitor (Exarch),Exarch,<inquisitorgreaterbane_12,12,Double Jeopardy,"<p>At 12th level, whenever an exarch uses her fearsome jurist ability, she may choose to affect two weapons, with one gaining the jurist weapon special ability and the other the menacing special ability as above. Both special abilities may be combined in a single weapon, whose critical threat range doubles. This does not stack with keen edge, Improved Critical, or similar effects. This ability replaces greater bane.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Sin Eater""]]",Inquisitor (Sin Eater),Sin Eater,<inquisitordomain_1,1,Eat Sin,"<p>At 1st level, as a free action, when the sin eater inquisitor kills an enemy, she may eat the sins of that enemy by spending 1 minute adjacent to its corpse. This provokes attacks of opportunity. The inquisitor can rush this ritual, performing it as a full-round action that provokes attacks of opportunity, but she only gains half the normal benefit (see below).</p><p>Eating the enemy's sins heals the inquisitor of a number of hit points of damage equal to 1d8 + her inquisitor level (maximum +5). The enemy must have been killed by the sin eater within the last hour, and it must have had at least as many Hit Dice as half the inquisitor's level. The inquisitor can use this ability once for each enemy she kills. This ability has no effect on mindless creatures or those with Intelligence 2 or less.</p><p>At 5th level, the healing increases to 2d8 plus her inquisitor level (maximum +10); it increases to 3d8 + her inquisitor level (maximum +15) at 9th level and to 4d8 + her inquisitor level (maximum +20) at 13th level.</p><p>In some faiths, this 'eating' is a purely symbolic act, while in others, the inquisitor must eat a small amount of food and water as part of the ritual. A few extreme faiths actually require the inquisitor to eat some of the body of the slain enemy.</p><p>At 8th level, when a sin eater eats the sins of a creature that would rise as an undead (such as someone slain by a shadow, spectre, or vampire), the sin eater may choose to accept 1 temporary negative level to absorb the taint in the corpse, preventing it from rising as an undead. This negative level can be removed with the appropriate magic, though it automatically expires after 24 hours, and never becomes a permanent negative level. At the GM's discretion, this ability may prevent a ghost from using its rejuvenation ability.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Faith Hunter""]]",Inquisitor (Faith Hunter),Faith Hunter,<inquisitordetectalignment_2,2,Enemy Revealed,"<p>At 2nd level, when a faith hunter uses her sworn enemy ability to identify a creature's alignment (typically on the third round of concentrating on an area including the creature), she can reveal that creature's alignment aura, causing it to glow for 1 round per inquisitor level so that even creatures with regular vision can see the aura. This not only allows others to recognize the creature's alignment, potentially exposing its true nature, it also allows them to track its location easily by the glow. Even if such a creature is invisible, the telltale glow pinpoints the creature's square or squares. The faith hunter can use this ability a number of times per day equal to her Wisdom modifier (minimum 1), and it doesn't take any extra action on her part to do so; it is part of the same action as concentrating on her sworn enemy detect ability.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Abolisher""]]",Inquisitor (Abolisher),Abolisher,<inquisitordiscernlies_5,5,Escape Corruption's Grasp,"<p>At 5th level, an abolisher is divinely protected against the grasping tentacles and paralyzing secretions of aberrations. For a number of rounds per day equal to her inquisitor level, she can ignore impediments to movement, as per freedom of movement. These rounds don't need to be consecutive. Activating this ability is an immediate action.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Expulsionist""]]",Inquisitor (Expulsionist),Expulsionist,<inquisitordomain_1,1,Expel Spirit,"<p>At 1st level, an expulsionist receives Alignment Channel and Turn Undead as bonus feats. She can channel energy a number of times per day equal to 3 + her Charisma modifier as per a cleric with an effective level equal to her inquisitor level, but only to harm or turn evil outsiders or undead (treating all evil outsiders as undead creatures for the purpose of determining whether they can be affected by Turn Undead). She can take other feats that add to this ability, such as Extra Channel or Improved Channel, but not other feats that fundamentally alter this ability, such as Elemental Channel, and she cannot select Alignment Channel multiple times. The DC to save against this ability is equal to 10 + 1/2 the expulsionist's inquisitor level + her Charisma modifier.</p><p>At 8th level, an expulsionist can expend one use of her channel energy ability to attempt to force a possessing creature from its host body. The expulsionist must make a melee touch attack against the possessed creature; if successful, the expulsionist deals damage to the possessing creature as if it were targeted by the expulsionist's channel energy ability (regardless of the possessing creature's creature type), and the possession effect ceases as the possessing creature is ejected from the host body. A successful Will save (DC = the expulsionist's channel energy DC) halves the damage taken and negates the expulsion.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Abolisher""]]",Inquisitor (Abolisher),Abolisher,<inquisitordetectalignment_2,2,Expose Aberration,"<p>At 2nd level, an abolisher can use detect aberration at will. When she hits a creature with a weapon attack, she automatically knows if the creature is an aberration or not. At 5th level, she can activate her bane ability as an immediate action after she hits an aberration but before damage is rolled.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
,Inquisitor,"[[""Inquisitor""],[""Expulsionist""]]",Inquisitor (Expulsionist),Expulsionist,<inquisitormonsterlore_1,1,Expulsionist Lore,"<p>At 1st level, an expulsionist gains a bonus equal to 1/2 her inquisitor level (minimum +1) on skill checks to notice haunts and incorporeal creatures; on Knowledge (religion) checks to identify the abilities and weaknesses of haunts and incorporeal creatures; and on Sense Motive checks to determine whether a creature is possessed, under the effects of an enchantment or curse, or otherwise magically controlled.</p>",icons/sundries/books/book-symbol-canterbury-cross.webp
